firm_name,content,raw_content,timestamp,thread_url,quality_score,is_question,is_meta_low,is_too_short,words,unique_words,sentences,reasons
Norton Rose Fulbright,NRF rejection officially received just now,NRF rejection officially received just now,posted 2024-Jul-24,https://forums.whirlpool.net.au/thread/3qr18x54,0.510,False,False,True,6,6,1,short
Norton Rose Fulbright,+ 1 NRF via email,+ 1 NRF via email,posted 2024-Aug-15,https://forums.whirlpool.net.au/thread/3qr18x54,0.540,False,False,True,4,4,1,short
Norton Rose Fulbright,has anyone else heard from NRF?,has anyone else heard from NRF?,posted 2024-Aug-16,https://forums.whirlpool.net.au/thread/3qr18x54,0.330,True,False,True,6,6,1,"question,short"
Norton Rose Fulbright,Based on what I've gathered NRF sent out second round emails altogether at 6:25pm last night (don't quote me though),Based on what I've gathered NRF sent out second round emails altogether at 6:25pm last night (don't quote me though),posted 2024-Aug-16,https://forums.whirlpool.net.au/thread/3qr18x54,0.540,False,False,True,23,23,1,short
Norton Rose Fulbright,Nrf -1,Nrf -1,posted 2024-Aug-16,https://forums.whirlpool.net.au/thread/3qr18x54,0.480,False,False,True,2,2,1,short
Norton Rose Fulbright,Anyone hear back yet? I got an NRF interview offer this arv but waiting on all others,Anyone hear back yet? I got an NRF interview offer this arv but waiting on all others,posted 2024-Aug-16,https://forums.whirlpool.net.au/thread/974pvz5v,0.750,False,False,True,17,17,2,"high_quality,short"
Norton Rose Fulbright,I also got an invitation to interview email from NRF on 16 Aug but am yet to hear back from the other firms,I also got an invitation to interview email from NRF on 16 Aug but am yet to hear back from the other firms,posted 2024-Aug-17,https://forums.whirlpool.net.au/thread/974pvz5v,0.790,False,False,True,23,21,1,"high_quality,short"
Norton Rose Fulbright,"+1 NRF Interview.
I also have not heard from any of the other firms. However, from memory, most seemed to indicate that they would provide a response in the week beginning 26 August.","+1 NRF Interview.
I also have not heard from any of the other firms. However, from memory, most seemed to indicate that they would provide a response in the week beginning 26 August.",posted 2024-Aug-17,https://forums.whirlpool.net.au/thread/974pvz5v,0.687,False,True,False,33,31,3,"high_quality,meta"
Norton Rose Fulbright,NRF emailed through the CV address linked through my applications,NRF emailed through the CV address linked through my applications,posted 2024-Aug-21,https://forums.whirlpool.net.au/thread/974pvz5v,0.490,False,False,True,10,9,1,short
Norton Rose Fulbright,"Was the NRF email accessed by going through the CV mail database?
Just making sure I'm not missing something blindly obvious ha.","Was the NRF email accessed by going through the CV mail database?
Just making sure I'm not missing something blindly obvious ha.
Edit: Never mind figured it out :)",posted 2024-Aug-21,https://forums.whirlpool.net.au/thread/974pvz5v,0.610,False,False,True,23,22,2,short
Norton Rose Fulbright,+1 NRF +1 DLA Piper +1 Clyde & Co,+1 NRF +1 DLA Piper +1 Clyde & Co,posted 2024-Aug-22,https://forums.whirlpool.net.au/thread/974pvz5v,0.360,False,True,True,8,6,1,"meta,short"
Norton Rose Fulbright,+1 NRF interview,+1 NRF interview,posted 2024-Aug-22,https://forums.whirlpool.net.au/thread/9rvj6npn,0.420,False,True,True,3,3,1,"meta,short"
Norton Rose Fulbright,+1 NRF (Forgot to add + 1 ABL the other day),+1 NRF (Forgot to add + 1 ABL the other day),posted 2024-Aug-22,https://forums.whirlpool.net.au/thread/9rvj6npn,0.440,False,True,True,10,9,1,"meta,short"
Norton Rose Fulbright,+ GT + NRF (From yesterday),+ GT + NRF (From yesterday),posted 2024-Aug-23,https://forums.whirlpool.net.au/thread/9rvj6npn,0.430,False,False,True,4,4,1,short
Norton Rose Fulbright,+1 NRF +1 K&L Gates,+1 NRF +1 K&L Gates,posted 2024-Aug-23,https://forums.whirlpool.net.au/thread/9rvj6npn,0.410,False,True,True,6,5,1,"meta,short"
Norton Rose Fulbright,has anyone heard back from NRF – rejection or interview invite,has anyone heard back from NRF – rejection or interview invite,posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.630,True,False,True,10,10,1,"question,short"
Norton Rose Fulbright,"interviews went out last week for NRF, don't believe rejections have been sent","interviews went out last week for NRF, don't believe rejections have been sent",posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.570,False,False,True,14,14,1,short
Norton Rose Fulbright,have all interview emails for NRF come out or are they staggering it,have all interview emails for NRF come out or are they staggering it,posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.490,False,False,True,13,13,1,short
Norton Rose Fulbright,"Well that’s disappointing, oh well. I am also waiting on NRF","Well that’s disappointing, oh well. I am also waiting on NRF",posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.490,False,False,True,12,11,2,short
Norton Rose Fulbright,"Unfortunately if you haven’t heard back from NRF, it’s likely a rejection since the information event is this Thursday. I completely agree – they should at least send out a rejection, considering the time and effort we all put into our apps.
Also does anyone know how to prepare for the Mills group interview?","Unfortunately if you haven’t heard back from NRF, it’s likely a rejection since the information event is this Thursday. I completely agree – they should at least send out a rejection, considering the time and effort we all put into our apps.
Also does anyone know how to prepare for the Mills group interview?",posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.872,True,False,False,55,51,3,"high_quality,question"
Norton Rose Fulbright,Would anyone who got NRF share their stats?,Would anyone who got NRF share their stats?,posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.330,True,False,True,8,8,1,"question,short"
Norton Rose Fulbright,1 NRF :(,-1 NRF :(,posted 2024-Aug-29,https://forums.whirlpool.net.au/thread/9rvj6npn,0.480,False,False,True,2,2,1,short
Norton Rose Fulbright,does anyone remember when NRF or K&LG said they were going to get back to people re second round?,does anyone remember when NRF or K&LG said they were going to get back to people re second round?,posted 2024-Sep-17,https://forums.whirlpool.net.au/thread/9rvj6npn,0.490,True,False,True,20,19,1,"question,short"
Norton Rose Fulbright,NRF 2nd round interview +1,NRF 2nd round interview +1,posted 2024-Sep-18,https://forums.whirlpool.net.au/thread/9rvj6npn,0.420,False,True,True,5,5,1,"meta,short"
Norton Rose Fulbright,can we assume we didn't get a 2nd round NRF interview if no invite by now?,can we assume we didn't get a 2nd round NRF interview if no invite by now?,posted 2024-Sep-19,https://forums.whirlpool.net.au/thread/9rvj6npn,0.630,True,False,True,17,16,1,"question,short"
Norton Rose Fulbright,The email I received yesterday said we'd receive dates and times for the 2nd interview round for NRF either today or tomorrow so I'm not sure if that helps sorry :/,The email I received yesterday said we'd receive dates and times for the 2nd interview round for NRF either today or tomorrow so I'm not sure if that helps sorry :/,posted 2024-Sep-19,https://forums.whirlpool.net.au/thread/9rvj6npn,0.755,False,False,False,32,29,1,high_quality
Norton Rose Fulbright,+ NRF!,+ NRF!,posted 2024-Oct-16,https://forums.whirlpool.net.au/thread/9rvj6npn,0.430,False,False,True,1,1,1,short
Norton Rose Fulbright,"User #934046 8 posts andreami I'm new here, please be nice reference: O.P. any response from A&O or NRF?","User #934046 8 posts andreami I'm new here, please be nice reference: whrl.pl/RgP9ak posted 2025-Aug-11, 10:01 pm AEST ref: whrl.pl/RgP9ak posted 2025-Aug-11, 10:01 pm AEST O.P. any response from A&O or NRF?",,https://forums.whirlpool.net.au/thread/974pxqk5,0.540,True,False,True,22,21,3,"question,short"
Norton Rose Fulbright,"User #865983 11 posts comfylao I'm new here, please be nice reference: +1 NRF first round interview","User #865983 11 posts comfylao I'm new here, please be nice reference: whrl.pl/RgPIVx posted 2025-Jul-17, 9:41 am AEST ref: whrl.pl/RgPIVx posted 2025-Jul-17, 9:41 am AEST +1 NRF first round interview",,https://forums.whirlpool.net.au/thread/3246kzy8,0.480,False,True,True,18,18,1,"meta,short"
Norton Rose Fulbright,"User #934545 16 posts biggerbunda I'm new here, please be nice reference: +1 NRF","User #934545 16 posts biggerbunda I'm new here, please be nice reference: whrl.pl/RgPIXW posted 2025-Jul-17, 10:12 am AEST ref: whrl.pl/RgPIXW posted 2025-Jul-17, 10:12 am AEST +1 NRF",,https://forums.whirlpool.net.au/thread/3246kzy8,0.420,False,True,True,15,15,1,"meta,short"
Norton Rose Fulbright,"User #928237 21 posts haroldgunderson I'm new here, please be nice reference: Just wondering if any more NRF first round interviews are likely to be released? Haven’t heard anything from them yet and had a referral from a Partner","User #928237 21 posts haroldgunderson I'm new here, please be nice reference: whrl.pl/RgPI3f posted 2025-Jul-17, 11:27 am AEST ref: whrl.pl/RgPI3f posted 2025-Jul-17, 11:27 am AEST Just wondering if any more NRF first round interviews are likely to be released? Haven’t heard anything from them yet and had a referral from a Partner",,https://forums.whirlpool.net.au/thread/3246kzy8,0.827,False,False,False,41,38,2,high_quality
Norton Rose Fulbright,"User #934535 4 posts Frenchie176 I'm new here, please be nice reference: Did your Partner referral come from NRF?","User #934535 4 posts Frenchie176 I'm new here, please be nice reference: whrl.pl/RgPI4Y posted 2025-Jul-17, 11:51 am AEST ref: whrl.pl/RgPI4Y posted 2025-Jul-17, 11:51 am AEST Did your Partner referral come from NRF?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.620,True,False,True,20,20,1,"question,short"
Norton Rose Fulbright,"User #928237 21 posts haroldgunderson I'm new here, please be nice reference: Yeah partner that referred me works at NRF","User #928237 21 posts haroldgunderson I'm new here, please be nice reference: whrl.pl/RgPI5F posted 2025-Jul-17, 11:58 am AEST ref: whrl.pl/RgPI5F posted 2025-Jul-17, 11:58 am AEST Yeah partner that referred me works at NRF",,https://forums.whirlpool.net.au/thread/3246kzy8,0.540,False,False,True,21,21,1,short
Norton Rose Fulbright,"User #865983 11 posts comfylao I'm new here, please be nice reference: I can guarantee you NRF has sent out first round interview invitations along with an information evening invitation.","User #865983 11 posts comfylao I'm new here, please be nice reference: whrl.pl/RgPJ54 posted 2025-Jul-18, 12:05 pm AEST ref: whrl.pl/RgPJ54 posted 2025-Jul-18, 12:05 pm AEST I can guarantee you NRF has sent out first round interview invitations along with an information evening invitation.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.723,False,False,False,31,30,1,high_quality
Norton Rose Fulbright,User #926634 40 posts Mike Wazowski Participant reference: Yeah NRF is confirmed. Some firms do review apps on a rolling basis so not crazy they have some out in such a short time.,"User #926634 40 posts Mike Wazowski Participant reference: whrl.pl/RgPJ6F posted 2025-Jul-18, 12:13 pm AEST ref: whrl.pl/RgPJ6F posted 2025-Jul-18, 12:13 pm AEST Yeah NRF is confirmed. Some firms do review apps on a rolling basis so not crazy they have some out in such a short time.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.667,False,False,False,33,31,2,high_quality
Norton Rose Fulbright,"User #934604 1 posts matharis I'm new here, please be nice reference: sooo if I haven't heard from NRF its safe to assume I did not get shortlisted, right?","User #934604 1 posts matharis I'm new here, please be nice reference: whrl.pl/RgPLDQ posted 2025-Jul-20, 12:06 pm AEST ref: whrl.pl/RgPLDQ posted 2025-Jul-20, 12:06 pm AEST sooo if I haven't heard from NRF its safe to assume I did not get shortlisted, right?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.742,True,False,False,31,29,1,"high_quality,question"
Norton Rose Fulbright,"User #934480 10 posts letterofintent22 I'm new here, please be nice reference: MO and TG primarily. Some friends have gotten TG offers, some have gotten rejections, but I've heard nothing. I do know that NRF sent out their offers, but I didn't hear anything from them. I'm assuming that they don't send out rejection emails.","User #934480 10 posts letterofintent22 I'm new here, please be nice reference: whrl.pl/RgPMGN posted 2025-Jul-21, 4:30 pm AEST ref: whrl.pl/RgPMGN posted 2025-Jul-21, 4:30 pm AEST MO and TG primarily. Some friends have gotten TG offers, some have gotten rejections, but I've heard nothing. I do know that NRF sent out their offers, but I didn't hear anything from them. I'm assuming that they don't send out rejection emails.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.935,False,False,False,60,46,4,high_quality
Norton Rose Fulbright,"User #934563 23 posts naurcleo I'm new here, please be nice reference: TG/MO purgatory is not fun – hoping it's a system delay haha. Entirely possible they could be sending rejections/interview offers out in batches? For NRF, at least, I got my offer around half an hour after another commenter said they got theirs, although 24hrs might be a stretch. Oh well, not much we can do but wait. Also still nothing from DLA despite their apps closing on the 6th, but I've heard they're notorious for doing everything super late, so I wouldn't be panicking yet.","User #934563 23 posts naurcleo I'm new here, please be nice reference: whrl.pl/RgPMI3 posted 2025-Jul-21, 5:08 pm AEST ref: whrl.pl/RgPMI3 posted 2025-Jul-21, 5:08 pm AEST TG/MO purgatory is not fun – hoping it's a system delay haha. Entirely possible they could be sending rejections/interview offers out in batches? For NRF, at least, I got my offer around half an hour after another commenter said they got theirs, although 24hrs might be a stretch. Oh well, not much we can do but wait. Also still nothing from DLA despite their apps closing on the 6th, but I've heard they're notorious for doing everything super late, so I wouldn't be panicking yet.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.980,False,True,False,103,90,5,"high_quality,meta"
Norton Rose Fulbright,"User #934700 4 posts anon2390 I'm new here, please be nice reference: Has anyone received an NRF rejection? Assuming that as people have already got interview offers and there's an info evening tonight, if you haven't heard anything, then you're out","User #934700 4 posts anon2390 I'm new here, please be nice reference: whrl.pl/RgPOhy posted 2025-Jul-23, 11:18 am AEST ref: whrl.pl/RgPOhy posted 2025-Jul-23, 11:18 am AEST Has anyone received an NRF rejection? Assuming that as people have already got interview offers and there's an info evening tonight, if you haven't heard anything, then you're out",,https://forums.whirlpool.net.au/thread/3246kzy8,0.958,False,False,False,45,43,2,high_quality
Norton Rose Fulbright,User #889088 45 posts overthinker123 Participant reference: Was NRF a rejection email or just assuming? I haven't gotten any update from them,"User #889088 45 posts overthinker123 Participant reference: whrl.pl/RgPQXy posted 2025-Jul-26, 12:41 am AEST ref: whrl.pl/RgPQXy posted 2025-Jul-26, 12:41 am AEST Was NRF a rejection email or just assuming? I haven't gotten any update from them",,https://forums.whirlpool.net.au/thread/3246kzy8,0.620,False,False,True,23,23,2,short
Norton Rose Fulbright,"User #865983 11 posts comfylao I'm new here, please be nice reference: Hi all – I believe that NRF second round interviews are starting next week (18 August) though I'm not 100% sure if I have that right. Can anyone else confirm? Also, does anyone know when we can expect to hear outcomes from the first round interviews? Thanks!","User #865983 11 posts comfylao I'm new here, please be nice reference: whrl.pl/RgP8t4 posted 2025-Aug-11, 10:03 am AEST ref: whrl.pl/RgP8t4 posted 2025-Aug-11, 10:03 am AEST Hi all – I believe that NRF second round interviews are starting next week (18 August) though I'm not 100% sure if I have that right. Can anyone else confirm? Also, does anyone know when we can expect to hear outcomes from the first round interviews? Thanks!",,https://forums.whirlpool.net.au/thread/3246kzy8,0.795,True,False,False,60,51,4,"high_quality,question"
Norton Rose Fulbright,"User #934545 16 posts biggerbunda I'm new here, please be nice reference: I believe NRF is still doing first-round interviews all of this week. They told me last week I would hear from them via email in a couple of weeks either way.","User #934545 16 posts biggerbunda I'm new here, please be nice reference: whrl.pl/RgP8x3 posted 2025-Aug-11, 10:58 am AEST ref: whrl.pl/RgP8x3 posted 2025-Aug-11, 10:58 am AEST I believe NRF is still doing first-round interviews all of this week. They told me last week I would hear from them via email in a couple of weeks either way.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.758,False,False,False,45,41,2,high_quality
Norton Rose Fulbright,"User #932851 15 posts malfoy I'm new here, please be nice reference: So no news of NRF and Gadens second round interviews yet?","User #932851 15 posts malfoy I'm new here, please be nice reference: whrl.pl/RgP9Lo posted 2025-Aug-12, 4:41 pm AEST ref: whrl.pl/RgP9Lo posted 2025-Aug-12, 4:41 pm AEST So no news of NRF and Gadens second round interviews yet?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.600,True,False,True,24,24,1,"question,short"
Norton Rose Fulbright,"User #865983 11 posts comfylao I'm new here, please be nice reference: Nothing from NRF yet. Outcomes must be soon if second round is next week.","User #865983 11 posts comfylao I'm new here, please be nice reference: whrl.pl/RgP9Lv posted 2025-Aug-12, 4:43 pm AEST ref: whrl.pl/RgP9Lv posted 2025-Aug-12, 4:43 pm AEST Nothing from NRF yet. Outcomes must be soon if second round is next week.",,https://forums.whirlpool.net.au/thread/3246kzy8,0.660,False,False,False,27,26,2,high_quality
Norton Rose Fulbright,"User #932851 15 posts malfoy I'm new here, please be nice reference: Agreed re NRF. Has anyone heard anything from Gadens/knows of timelines?","User #932851 15 posts malfoy I'm new here, please be nice reference: whrl.pl/RgP9Ly posted 2025-Aug-12, 4:45 pm AEST ref: whrl.pl/RgP9Ly posted 2025-Aug-12, 4:45 pm AEST Agreed re NRF. Has anyone heard anything from Gadens/knows of timelines?",,https://forums.whirlpool.net.au/thread/3246kzy8,0.740,True,False,False,25,25,2,"high_quality,question"
