thread_title,thread_url,post_number,author,timestamp,content,year
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,16,bootyman123,posted 2025-Jul-15,"I got no confirmation from Ashurst either, so I think it's normal. If the other firms who use cappfinity are anything to go by, we should be emailed a report soon.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,17,effystonem92,posted 2025-Jul-15,"Yeah totally, without fail there were always G+T paralegals who didn't make it through every single year when I was still in uni. That said, the whole process for all the firms can be pretty arbitrary and can be incredibly non-sensical and unfair at times (as I keep reminding my friend who is going through the process this year who reminded me about Whirlpool after all this time). While there might be general rules of thumb, there are always going to be exceptions to the rule, so you just have to try not to drive yourself too crazy reading into it all too much and just know none of it is a genuine reflection on your self-worth or whether you will succeed in commercial law. :)",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,19,Hopeforanoffer,posted 2025-Jul-15,"If the other firms who use cappfinity are anything to go by, we should be emailed a report soon.
I haven’t received a report from Ashurst or White & Case",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,20,gordongekko,posted 2025-Jul-16,lol @ Clutz sending an email saying they’ve received more than 1000 apps,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,21,Anom99190,posted 2025-Jul-16,"I did a few of the “insight” programs at  the top tiers and they all said they get around 1k applicants.
Just the nature of there being 15 universities in NSW offering law, and also many ANU students apply for NSW firms.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,22,gordongekko,posted 2025-Jul-16,"Anom99190 writes...
I did a few of the “insight” programs at  the top tiers and they all said they get around 1k applicants.
Just the nature of there being 15 universities in NSW offering law, and also many ANU students apply for NSW firms.
Yeah it's around what I expected but still interesting to see them come out ahead and managing expectations",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,23,overthinker123,posted 2025-Jul-16,Considering the amount of clerks they take in – that's probably a higher acceptance rate than the mid tiers lol,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,24,plasticcandle,posted 2025-Jul-16,Baker 1st round +1,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,25,SilverVerdict90,posted 2025-Jul-16,- 1 Bakers,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,26,Anonuserrecovery,posted 2025-Jul-16,Still no report from Ashurst for you?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,27,gordongekko,posted 2025-Jul-16,"Anonuserrecovery writes...
Still no report from Ashurst for you?
None for me",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,28,overthinker123,posted 2025-Jul-16,-1 Bakers,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,29,qqpassionfruit,posted 2025-Jul-16,+1 GnT Psych on Monday,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,30,Frenchie176,posted 2025-Jul-16,+ 1 GnT Psych on Monday - 1 Bakers,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,31,mikoraiden,posted 2025-Jul-16,has anyone heard back from DLA?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,32,overthinker123,posted 2025-Jul-17,nup,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,33,letterofintent22,posted 2025-Jul-17,-1 bakers,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,34,comfylao,posted 2025-Jul-17,+1 NRF first round interview,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,35,biggerbunda,posted 2025-Jul-17,+1 NRF,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,36,SilverVerdict90,posted 2025-Jul-17,Was this via calls or email?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,37,biggerbunda,posted 2025-Jul-17,Came via automated email from bigredsky.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,38,dark-knight,posted 2025-Jul-17,TurksLegal +1,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,39,haroldgunderson,posted 2025-Jul-17,Just wondering if any more NRF first round interviews are likely to be released? Haven’t heard anything from them yet and had a referral from a Partner,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,40,biggerbunda,posted 2025-Jul-17,Not sure. But my email came at 9am on the dot. Looks like an automated email and lots of spots were already filled.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,41,Frenchie176,posted 2025-Jul-17,Did your Partner referral come from NRF?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,42,haroldgunderson,posted 2025-Jul-17,Yeah partner that referred me works at NRF,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,43,biggestbunda,posted 2025-Jul-17,do Turks Legal even do a clerkship?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,44,Hopeforanoffer,posted 2025-Jul-17,"Has anyone heard back from MO, JWS or W&C? They’re usually very fast",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,45,biggerbunda,posted 2025-Jul-17,Nothing from JWS yet.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,46,gordongekko,posted 2025-Jul-17,Nothing from W&C for me,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,47,SilverVerdict90,posted 2025-Jul-17,What’s PSL…,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,48,mysticalCat371,posted 2025-Jul-17,+1 W&C,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,49,naurcleo,posted 2025-Jul-17,"+1 NRF (around (9:30ish this morning) -1 Bakers (yesterday arvo)
Nothing from JWS, MO or W&C for me as of now. I also got my Ashurst report – if it means anything, I did it a few hours before the deadline. Pretty sure I bombed most of the psychometrics for the firms that had them lol, so not getting too many hopes up.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,50,overthinker123,posted 2025-Jul-17,oh naur cleo,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,51,Megabunda,posted 2025-Jul-18,How do you know they were trolling. KWM might’ve sent out first rounds this morn?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,52,gordongekko,posted 2025-Jul-18,because they've been the first person to claim both a W&C interview and a KWM interview without corroboration from a single other person,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,53,SilverVerdict90,posted 2025-Jul-18,"There’s been a lot of purported interviews on this thread and it’s been 4 days.
Whilst some firms most probably use AI, I find it hard to believe that multiple of our best firms are speed running applications with AI just for no reasons",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,54,comfylao,posted 2025-Jul-18,I can guarantee you NRF has sent out first round interview invitations along with an information evening invitation.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,55,Mike Wazowski,posted 2025-Jul-18,Yeah NRF is confirmed. Some firms do review apps on a rolling basis so not crazy they have some out in such a short time.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,56,loops000,posted 2025-Jul-18,Anyone get a video interview invitation from Hall & wilcox?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,57,so cold brrr,posted 2025-Jul-18,+1 Hall & Wilcox VI,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,58,Rocky_123,posted 2025-Jul-18,-1 H&W,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,59,dobbyurfree,posted 2025-Jul-18,+1 Hall & Wilcox Video Interview,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,60,gordongekko,posted 2025-Jul-18,+1 G+T,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,61,Frenchie176,posted 2025-Jul-18,- 1 H&W + 1 W&C (video interview) + 1 HFW 1st round,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,62,so cold brrr,posted 2025-Jul-18,+1 W&C VI -1 HFW,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,63,overthinker123,posted 2025-Jul-18,- 1 HFW - 1 H&W + 1 W&C VI,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,64,Mike Wazowski,posted 2025-Jul-18,+1 GT interview,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,66,mysticalCat371,posted 2025-Jul-18,lol see. i wasnt lying,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,67,johnnypsl,posted 2025-Jul-18,What time did they come out?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,68,Mike Wazowski,posted 2025-Jul-18,I doubt KWM,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,69,Hopeforanoffer,posted 2025-Jul-18,Has anyone else heard from KWM?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,70,mikoraiden,posted 2025-Jul-18,"Anyone heard from DLA piper please I did their psychometric testing but haven’t heard since, also bird and bird ?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,71,overthinker123,posted 2025-Jul-18,None from both Also -1G+T,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,72,haveagoodday,posted 2025-Jul-19,Interstate applicant to sydney here. Do people usually fly in to attend an assessment centre and/or interview? Just wondering what the norm is and if I should be asking firms for online options.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,73,Mike Wazowski,posted 2025-Jul-19,"It depends on your situation but the usual process is yes, you do attend in person. I know many people from Canberra who make the trip up for interviews and it’s just like, if that’s the difference, obviously they’d choose someone who showed up in person.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,74,comfylao,posted 2025-Jul-19,Last year G+T paid for a number of flights for interstate candidates to make the assessment day. Particularly from Adelaide. Not sure they’d do the same for Canberra or states where they have other offices to clerk at.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,75,chocolatefudge3,posted 2025-Jul-19,-1 GnT,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,76,SilverVerdict90,posted 2025-Jul-19,"+ 1 H&W VI
-1 GnT -1 W&C",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,77,dobbyurfree,posted 2025-Jul-19,-1 W&C,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,78,matharis,posted 2025-Jul-20,"sooo if I haven't heard from NRF its safe to assume I did not get shortlisted, right?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,79,whirlpooluser2001,posted 2025-Jul-20,"- 1 G+T - 1 W+C
does anyone know if certain firms have weird/alternative modes of testing clerks? am i cooked for the big6 firms if i didnt get g+t after the psych test",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,80,chocolatefudge3,posted 2025-Jul-20,when did kwm come out? Did they provide interview dates?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,81,Anonuserrecovery,posted 2025-Jul-20,"Three people have now posted about receiving KWM, and each time their comment gets removed. Wonder what's going on.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,82,gordongekko,posted 2025-Jul-20,KWM hasn’t come out – the same person is trolling by using multiple accounts,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,83,overthinker123,posted 2025-Jul-21,anyone know when W+C would typically shortlist for f2f interviews – ik VI is due today,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,84,haroldgunderson,posted 2025-Jul-21,-1 Thomson Geer,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,85,SilverVerdict90,posted 2025-Jul-21,+ 1 TG -1 HFW,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,86,biggerbunda,posted 2025-Jul-21,Was TG by email?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,87,so cold brrr,posted 2025-Jul-21,"+1 MO +1 TG
Both by email",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,88,Harveyspectr,posted 2025-Jul-21,+1 Clayton utz,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,89,haroldgunderson,posted 2025-Jul-21,"surely spam, Clutz said they'd get back to us by 1 august?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,90,letterofintent22,posted 2025-Jul-21,is silence from MO and TG bad news?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,91,Hi679,posted 2025-Jul-21,Anyone still not heard anything re MO and TG?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,92,Mike Wazowski,posted 2025-Jul-21,"They will get back earlier than that. Ashurst said 2 august last year but sent out int offers on the 22 of July. 1 august is just the latest possible date. I suspect this week will be the majority of int offers. However, I do think the above is cap due to the fact it's a brand new account with one post, so probs just some troll.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,93,letterofintent22,posted 2025-Jul-21,still nothing here,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,94,so cold brrr,posted 2025-Jul-21,Not sure about TG but MO seemed like it was a group email sent at once as it was addressed Hi all,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,95,gordongekko,posted 2025-Jul-21,+1 HSF Kramer +1 Corrs,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,96,chocolatefudge3,posted 2025-Jul-21,-1 HSF,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,97,Frenchie176,posted 2025-Jul-21,- 1 GnT - 1 HSF,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,98,naurcleo,posted 2025-Jul-21,"-1 W&C +1 HSF +1 Corrs
Still nothing from MO or TG on my end either.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,99,overthinker123,posted 2025-Jul-21,"- 1 Corrs
Silence from TG & MO too – may be sending another mass email soon",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,100,mikoraiden,posted 2025-Jul-21,"- Corrs + HSF
Anyone heard from DLA, B&B, Mcullough?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,101,overthinker123,posted 2025-Jul-21,None from DLA and B&B,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,102,dark-knight,posted 2025-Jul-21,Anyone heard from TurksLegal?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,103,whirlpooluser2001,posted 2025-Jul-21,+ 1 HSF - 1 Corrs,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,104,Sprayandpray,posted 2025-Jul-21,@Gordongekko Do you mind sharing your stats? Impressive so far btw!,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,105,gordongekko,posted 2025-Jul-21,"@sprayandpray
edit as not to dox",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,106,Sprayandpray,posted 2025-Jul-21,@GordonGekko Thanks! And congrats again,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,107,gordongekko,posted 2025-Jul-21,Nws at all :) best of luck!,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,108,Mike Wazowski,posted 2025-Jul-21,+1 HSF Kramer +1 Corrs,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,109,SilverVerdict90,posted 2025-Jul-21,- 1 HSF - 1 Corrs,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,110,haroldgunderson,posted 2025-Jul-21,Is this for the final round of W&C or video interview stage?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,111,bootyman123,posted 2025-Jul-21,Video interview,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,112,mikoraiden,posted 2025-Jul-21,Anyone get that K&L email? They teasing us rip,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,113,dobbyurfree,posted 2025-Jul-21,"@mikoraiden they really are, my heart dropped when i saw the notif",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,114,letterofintent22,posted 2025-Jul-21,@mikoraiden they playing with us :(,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,115,overthinker123,posted 2025-Jul-21,"Such a clickbait email preview too!
When i saw the ‘We appreciate..’ bit, I was gonna tear up",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,116,letterofintent22,posted 2025-Jul-21,"I have a few firms who are radio silent (others seem to have gotten offers/rejections, but silence on my end). I wonder if that's a sign of waitlisting?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,117,mikoraiden,posted 2025-Jul-21,What firms are you waiting for?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,118,malfoy,posted 2025-Jul-21,I think that those that are posting -[firm] may just be deducing that they didn't progress further from the fact that they didn't get an email with the interview offer (ie. for MO and TG),2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,119,letterofintent22,posted 2025-Jul-21,"MO and TG primarily. Some friends have gotten TG offers, some have gotten rejections, but I've heard nothing.
I do know that NRF sent out their offers, but I didn't hear anything from them. I'm assuming that they don't send out rejection emails.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,120,letterofintent22,posted 2025-Jul-21,@malfoy I do know that TG sent out explicit rejections.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,121,malfoy,posted 2025-Jul-21,That's interesting! but I am doubting that they do waitlists at all. I think maybe it's a system delay. but hey fingers crossed,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,122,Sprayandpray,posted 2025-Jul-21,Was wondering how you guys are dealing with clashes? GT and Corrs both have their info nights on the same day and I’m assuming they wouldn’t like it if you said “hey sorry I’m choosing to go to your competitor instead”,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,123,malfoy,posted 2025-Jul-21,Fortunately (unfortunately) can't relate to that problem^,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,124,effystonem92,posted 2025-Jul-21,"This is completely normal, it can even reflect positively showing that you’re in demand! Take this with a grain of salt as it's just my two cents but it's common for people to RSVP “yes” to multiple events and attend portions of each. In the meantime, it’s a good idea to reach out to the organisers and ask whether recordings will be available for any parts you might miss due to other information sessions scheduled that evening. You don’t need to mention which firms, as that’s honestly none of their business, but do clarify that the conflict is due to overlapping information nights, so they don’t mistakenly assume it’s a work/uni-related absence.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,125,dark-knight,posted 2025-Jul-21,Just choose one and go to it. You’re not the first person to have this dilemma lol.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,127,naurcleo,posted 2025-Jul-21,"TG/MO purgatory is not fun – hoping it's a system delay haha. Entirely possible they could be sending rejections/interview offers out in batches? For NRF, at least, I got my offer around half an hour after another commenter said they got theirs, although 24hrs might be a stretch. Oh well, not much we can do but wait.
Also still nothing from DLA despite their apps closing on the 6th, but I've heard they're notorious for doing everything super late, so I wouldn't be panicking yet.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,128,overthinker123,posted 2025-Jul-21,"I would attend to both. Though attendance is not assessed (I assume), not attending at all will only harm your case (when they are assessing against applicants who have attended) and frame you as a disinterested applicant.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,129,Sprayandpray,posted 2025-Jul-21,"Thanks all for the response, really helpful and grateful for the advice!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,130,effystonem92,posted 2025-Jul-21,"My general two cents – while informal sessions like coffee catchups or information sessions aren’t formally assessed in the same way as interviews, it’s still important to approach every part of the process with care and professionalism. Things like being responsive over email, showing reasonable availability (we don’t expect you to clear your schedules by any means but it doesn’t leave a great impression when candidates say their only availability in the next three weeks is 31 July 2025 5:55pm to 6:10pm), and being present and engaged during interactions does make a difference.
While these informal touchpoints typically aren’t deal-breakers on their own, they do form part of the broader impression we provide back to the recruitment team. We’re generally asked to report back on things like attitude, preparedness, and overall enthusiasm. Turning up late to a one-on-one catchup, asking silly questions that could have been Googled beforehand at an information evening, or drinking too much at a networking event and calling a partner a corporate square (just why?!) is going to leave a negative impression, especially when compared to candidates who are making the effort.
That said, life happens, and extenuating circumstances are absolutely understood. For example, I knew someone who had to miss a few sessions after getting their wisdom teeth removed – HR across multiple firms made it abundantly clear they didn’t want them showing up fresh out of surgery. Firms also know that you’ll have competing events – it’s about the overall effort and attitude. So if something comes up, don’t stress, just make sure to communicate clearly and proactively. The main thing is that under no circumstances should you fail to follow up after committing to attend or ghost them hoping it'll go unnoticed. It not only comes across as disrespectful to those who’ve set aside time for you, it gives the impression that you’re unreliable or do not follow through on your word (which is at the end of the day, all we've really got).",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,131,Megabunda,posted 2025-Jul-21,Deleted,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,132,overthinker123,posted 2025-Jul-21,"That's different from what I heard about HSF hiring practices. I have asked people around and some HSG staff, and they said they hire around the 75 and 80+ WAM mark.
I didn't bother applying purely because of that.
May I ask whether you have any extracurriculars or t6 work experience?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,133,overthinker123,posted 2025-Jul-21,"No response from DLA for me
I hate this waiting game and assuming rejections :(",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,134,dark-knight,posted 2025-Jul-21,If you are being ghosted it most likely means you’ve been rejected. I hate being the bearer of bad news but that’s the way it is unfortunately.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,135,loops000,posted 2025-Jul-21,"+1 MO.
the email did say Hi All, but there were 13 time slots listed for the group assessment which seems like a lot",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,136,naurcleo,posted 2025-Jul-21,"Was that MO email sent out in the last few hours, or earlier today?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,137,loops000,posted 2025-Jul-21,this morning,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,138,loops000,posted 2025-Jul-21,----,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,139,overthinker123,posted 2025-Jul-21,"No, I kinda get it atp, but it's just that an explicit communication of the rejection would allow someone to process it better.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,140,SilverVerdict90,posted 2025-Jul-21,One would think its respectful to send rejection emails,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,141,5ydn3y14w,posted 2025-Jul-21,"for G+T, did you receive a confirmation email after RSVP'ing to the insights evening and/or super saturday? just want to make sure my form went through!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,142,Anonuserrecovery,posted 2025-Jul-21,"I didn't get a confirmation email but after submitting it swapped to a window saying thanks for responding, your response has been submitted etc.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,143,rainmaker,posted 2025-Jul-21,"+ HSF + MO + Corrs
Keen to see how it goes",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,144,potatochip123,posted 2025-Jul-22,"-1 HSF
79 WAM and extensive work exp incl T6 – everyone around me was shocked but maybe my written application just sucked?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,145,overthinker123,posted 2025-Jul-22,surprising ngl there is a certain type they hire and grades are def a major factor,2025
